Stimulus,SUPPORT,PRESSURE,CONSTRAINT,COVERING,VISIBILITY,SUPPORT_Completion_Text,PRESSURE_Completion_Text,CONSTRAINT_Completion_Text,COVERING_Completion_Text,VISIBILITY_Completion_Text
She is on the pill,7,1,7,7,7,"In the case of the use of ""on"" in ""the book is on the desk"": the SUPPORT relation refers to the desk supporting the book.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept SUPPORT in regards to the phrase: ""She is on the pill""? I choose the number 7.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the PRESSURE relation refers to the book exerting some pressure on the desk.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept PRESSURE in regards to the phrase: ""She is on the pill""? I choose the number 1.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the CONSTRAINT relation refers to the desk constraining the possible motions of the book.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept CONSTRAINT in regards to the phrase: ""She is on the pill""? I choose the number 7.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the COVERING relation refers to the book concealing the part of the desk that is under the book.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept COVERING in regards to the phrase: ""She is on the pill""? I choose the number 7.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the VISIBILITY relation refers to the book being visible on the desk.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept VISIBILITY in regards to the phrase: ""She is on the pill""? I choose the number 7.
On a"
The ship is on the anchor,7,1,7,7,1,"In the case of the use of ""on"" in ""the book is on the desk"": the SUPPORT relation refers to the desk supporting the book.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept SUPPORT in regards to the phrase: ""The ship is on the anchor""? I choose the number 7.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the PRESSURE relation refers to the book exerting some pressure on the desk.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept PRESSURE in regards to the phrase: ""The ship is on the anchor""? I choose the number 1.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the CONSTRAINT relation refers to the desk constraining the possible motions of the book.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept CONSTRAINT in regards to the phrase: ""The ship is on the anchor""? I choose the number 7.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the COVERING relation refers to the book concealing the part of the desk that is under the book.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept COVERING in regards to the phrase: ""The ship is on the anchor""? I choose the number 7.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the VISIBILITY relation refers to the book being visible on the desk.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept VISIBILITY in regards to the phrase: ""The ship is on the anchor""? I choose the number 1.
On a"
The lunch is on George,7,1,1,7,1,"In the case of the use of ""on"" in ""the book is on the desk"": the SUPPORT relation refers to the desk supporting the book.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept SUPPORT in regards to the phrase: ""The lunch is on George""? I choose the number 7.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the PRESSURE relation refers to the book exerting some pressure on the desk.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept PRESSURE in regards to the phrase: ""The lunch is on George""? I choose the number 1.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the CONSTRAINT relation refers to the desk constraining the possible motions of the book.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept CONSTRAINT in regards to the phrase: ""The lunch is on George""? I choose the number 1.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the COVERING relation refers to the book concealing the part of the desk that is under the book.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept COVERING in regards to the phrase: ""The lunch is on George""? I choose the number 7.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the VISIBILITY relation refers to the book being visible on the desk.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept VISIBILITY in regards to the phrase: ""The lunch is on George""? I choose the number 1.
On a"
He lives on a pension,7,1,7,7,1,"In the case of the use of ""on"" in ""the book is on the desk"": the SUPPORT relation refers to the desk supporting the book.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept SUPPORT in regards to the phrase: ""He lives on a pension""? I choose the number 7.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the PRESSURE relation refers to the book exerting some pressure on the desk.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept PRESSURE in regards to the phrase: ""He lives on a pension""? I choose the number 1.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the CONSTRAINT relation refers to the desk constraining the possible motions of the book.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept CONSTRAINT in regards to the phrase: ""He lives on a pension""? I choose the number 7.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the COVERING relation refers to the book concealing the part of the desk that is under the book.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept COVERING in regards to the phrase: ""He lives on a pension""? I choose the number 7.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the VISIBILITY relation refers to the book being visible on the desk.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept VISIBILITY in regards to the phrase: ""He lives on a pension""? I choose the number 1.
On a"
The boss is on my neck,7,7,7,7,7,"In the case of the use of ""on"" in ""the book is on the desk"": the SUPPORT relation refers to the desk supporting the book.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept SUPPORT in regards to the phrase: ""The boss is on my neck""? I choose the number 7.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the PRESSURE relation refers to the book exerting some pressure on the desk.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept PRESSURE in regards to the phrase: ""The boss is on my neck""? I choose the number 7.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the CONSTRAINT relation refers to the desk constraining the possible motions of the book.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept CONSTRAINT in regards to the phrase: ""The boss is on my neck""? I choose the number 7.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the COVERING relation refers to the book concealing the part of the desk that is under the book.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept COVERING in regards to the phrase: ""The boss is on my neck""? I choose the number 7.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the VISIBILITY relation refers to the book being visible on the desk.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept VISIBILITY in regards to the phrase: ""The boss is on my neck""? I choose the number 7.
On a"
There are fifty nurses on the hospital staff,1,1,1,1,7,"In the case of the use of ""on"" in ""the book is on the desk"": the SUPPORT relation refers to the desk supporting the book.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept SUPPORT in regards to the phrase: ""There are fifty nurses on the hospital staff""? I choose the number 1.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the PRESSURE relation refers to the book exerting some pressure on the desk.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept PRESSURE in regards to the phrase: ""There are fifty nurses on the hospital staff""? I choose the number 1.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the CONSTRAINT relation refers to the desk constraining the possible motions of the book.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept CONSTRAINT in regards to the phrase: ""There are fifty nurses on the hospital staff""? I choose the number 1.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the COVERING relation refers to the book concealing the part of the desk that is under the book.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept COVERING in regards to the phrase: ""There are fifty nurses on the hospital staff""? I choose the number 1.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the VISIBILITY relation refers to the book being visible on the desk.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept VISIBILITY in regards to the phrase: ""There are fifty nurses on the hospital staff""? I choose the number 7.
On a"
There is ten cent interest on the dollar,7,1,1,7,7,"In the case of the use of ""on"" in ""the book is on the desk"": the SUPPORT relation refers to the desk supporting the book.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept SUPPORT in regards to the phrase: ""There is ten cent interest on the dollar""? I choose the number 7.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the PRESSURE relation refers to the book exerting some pressure on the desk.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept PRESSURE in regards to the phrase: ""There is ten cent interest on the dollar""? I choose the number 1.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the CONSTRAINT relation refers to the desk constraining the possible motions of the book.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept CONSTRAINT in regards to the phrase: ""There is ten cent interest on the dollar""? I choose the number 1.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the COVERING relation refers to the book concealing the part of the desk that is under the book.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept COVERING in regards to the phrase: ""There is ten cent interest on the dollar""? I choose the number 7.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the VISIBILITY relation refers to the book being visible on the desk.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept VISIBILITY in regards to the phrase: ""There is ten cent interest on the dollar""? I choose the number 7.
On a"
The vase is on the table,7,1,7,7,7,"In the case of the use of ""on"" in ""the book is on the desk"": the SUPPORT relation refers to the desk supporting the book.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept SUPPORT in regards to the phrase: ""The vase is on the table""? I choose the number 7.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the PRESSURE relation refers to the book exerting some pressure on the desk.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept PRESSURE in regards to the phrase: ""The vase is on the table""? I choose the number 1.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the CONSTRAINT relation refers to the desk constraining the possible motions of the book.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept CONSTRAINT in regards to the phrase: ""The vase is on the table""? I choose the number 7.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the COVERING relation refers to the book concealing the part of the desk that is under the book.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept COVERING in regards to the phrase: ""The vase is on the table""? I choose the number 7.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the VISIBILITY relation refers to the book being visible on the desk.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept VISIBILITY in regards to the phrase: ""The vase is on the table""? I choose the number 7.
On a"
The fish is on the surface,7,1,7,7,7,"In the case of the use of ""on"" in ""the book is on the desk"": the SUPPORT relation refers to the desk supporting the book.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept SUPPORT in regards to the phrase: ""The fish is on the surface""? I choose the number 7.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the PRESSURE relation refers to the book exerting some pressure on the desk.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept PRESSURE in regards to the phrase: ""The fish is on the surface""? I choose the number 1.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the CONSTRAINT relation refers to the desk constraining the possible motions of the book.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept CONSTRAINT in regards to the phrase: ""The fish is on the surface""? I choose the number 7.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the COVERING relation refers to the book concealing the part of the desk that is under the book.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept COVERING in regards to the phrase: ""The fish is on the surface""? I choose the number 7.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the VISIBILITY relation refers to the book being visible on the desk.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept VISIBILITY in regards to the phrase: ""The fish is on the surface""? I choose the number 7.
On a"
The fly is on the ceiling,7,1,7,7,7,"In the case of the use of ""on"" in ""the book is on the desk"": the SUPPORT relation refers to the desk supporting the book.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept SUPPORT in regards to the phrase: ""The fly is on the ceiling""? I choose the number 7.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the PRESSURE relation refers to the book exerting some pressure on the desk.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept PRESSURE in regards to the phrase: ""The fly is on the ceiling""? I choose the number 1.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the CONSTRAINT relation refers to the desk constraining the possible motions of the book.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept CONSTRAINT in regards to the phrase: ""The fly is on the ceiling""? I choose the number 7.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the COVERING relation refers to the book concealing the part of the desk that is under the book.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept COVERING in regards to the phrase: ""The fly is on the ceiling""? I choose the number 7.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the VISIBILITY relation refers to the book being visible on the desk.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept VISIBILITY in regards to the phrase: ""The fly is on the ceiling""? I choose the number 7.
On a"
She has a beautiful ring on her finger,7,1,1,7,7,"In the case of the use of ""on"" in ""the book is on the desk"": the SUPPORT relation refers to the desk supporting the book.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept SUPPORT in regards to the phrase: ""She has a beautiful ring on her finger""? I choose the number 7.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the PRESSURE relation refers to the book exerting some pressure on the desk.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept PRESSURE in regards to the phrase: ""She has a beautiful ring on her finger""? I choose the number 1.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the CONSTRAINT relation refers to the desk constraining the possible motions of the book.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept CONSTRAINT in regards to the phrase: ""She has a beautiful ring on her finger""? I choose the number 1.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the COVERING relation refers to the book concealing the part of the desk that is under the book.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept COVERING in regards to the phrase: ""She has a beautiful ring on her finger""? I choose the number 7.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the VISIBILITY relation refers to the book being visible on the desk.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept VISIBILITY in regards to the phrase: ""She has a beautiful ring on her finger""? I choose the number 7.
On a"
The house rests on the foundation,7,7,7,7,1,"In the case of the use of ""on"" in ""the book is on the desk"": the SUPPORT relation refers to the desk supporting the book.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept SUPPORT in regards to the phrase: ""The house rests on the foundation""? I choose the number 7.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the PRESSURE relation refers to the book exerting some pressure on the desk.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept PRESSURE in regards to the phrase: ""The house rests on the foundation""? I choose the number 7.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the CONSTRAINT relation refers to the desk constraining the possible motions of the book.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept CONSTRAINT in regards to the phrase: ""The house rests on the foundation""? I choose the number 7.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the COVERING relation refers to the book concealing the part of the desk that is under the book.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept COVERING in regards to the phrase: ""The house rests on the foundation""? I choose the number 7.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the VISIBILITY relation refers to the book being visible on the desk.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept VISIBILITY in regards to the phrase: ""The house rests on the foundation""? I choose the number 1.
On a"
They hung a picture on the wall,7,1,7,7,7,"In the case of the use of ""on"" in ""the book is on the desk"": the SUPPORT relation refers to the desk supporting the book.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept SUPPORT in regards to the phrase: ""They hung a picture on the wall""? I choose the number 7.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the PRESSURE relation refers to the book exerting some pressure on the desk.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept PRESSURE in regards to the phrase: ""They hung a picture on the wall""? I choose the number 1.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the CONSTRAINT relation refers to the desk constraining the possible motions of the book.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept CONSTRAINT in regards to the phrase: ""They hung a picture on the wall""? I choose the number 7.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the COVERING relation refers to the book concealing the part of the desk that is under the book.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept COVERING in regards to the phrase: ""They hung a picture on the wall""? I choose the number 7.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the VISIBILITY relation refers to the book being visible on the desk.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept VISIBILITY in regards to the phrase: ""They hung a picture on the wall""? I choose the number 7.
On a"
I have a cut on my finger,1,1,1,7,1,"In the case of the use of ""on"" in ""the book is on the desk"": the SUPPORT relation refers to the desk supporting the book.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept SUPPORT in regards to the phrase: ""I have a cut on my finger""? I choose the number 1.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the PRESSURE relation refers to the book exerting some pressure on the desk.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept PRESSURE in regards to the phrase: ""I have a cut on my finger""? I choose the number 1.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the CONSTRAINT relation refers to the desk constraining the possible motions of the book.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept CONSTRAINT in regards to the phrase: ""I have a cut on my finger""? I choose the number 1.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the COVERING relation refers to the book concealing the part of the desk that is under the book.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept COVERING in regards to the phrase: ""I have a cut on my finger""? I choose the number 7.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the VISIBILITY relation refers to the book being visible on the desk.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept VISIBILITY in regards to the phrase: ""I have a cut on my finger""? I choose the number 1.
On a"
I have a rash on my back,7,1,1,7,7,"In the case of the use of ""on"" in ""the book is on the desk"": the SUPPORT relation refers to the desk supporting the book.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept SUPPORT in regards to the phrase: ""I have a rash on my back""? I choose the number 7.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the PRESSURE relation refers to the book exerting some pressure on the desk.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept PRESSURE in regards to the phrase: ""I have a rash on my back""? I choose the number 1.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the CONSTRAINT relation refers to the desk constraining the possible motions of the book.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept CONSTRAINT in regards to the phrase: ""I have a rash on my back""? I choose the number 1.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the COVERING relation refers to the book concealing the part of the desk that is under the book.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept COVERING in regards to the phrase: ""I have a rash on my back""? I choose the number 7.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the VISIBILITY relation refers to the book being visible on the desk.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept VISIBILITY in regards to the phrase: ""I have a rash on my back""? I choose the number 7.
On a"
The actor is on stage,7,1,7,7,7,"In the case of the use of ""on"" in ""the book is on the desk"": the SUPPORT relation refers to the desk supporting the book.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept SUPPORT in regards to the phrase: ""The actor is on stage""? I choose the number 7.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the PRESSURE relation refers to the book exerting some pressure on the desk.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept PRESSURE in regards to the phrase: ""The actor is on stage""? I choose the number 1.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the CONSTRAINT relation refers to the desk constraining the possible motions of the book.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept CONSTRAINT in regards to the phrase: ""The actor is on stage""? I choose the number 7.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the COVERING relation refers to the book concealing the part of the desk that is under the book.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept COVERING in regards to the phrase: ""The actor is on stage""? I choose the number 7.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the VISIBILITY relation refers to the book being visible on the desk.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept VISIBILITY in regards to the phrase: ""The actor is on stage""? I choose the number 7.
On a"
He resides on the continent,7,1,1,7,1,"In the case of the use of ""on"" in ""the book is on the desk"": the SUPPORT relation refers to the desk supporting the book.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept SUPPORT in regards to the phrase: ""He resides on the continent""? I choose the number 7.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the PRESSURE relation refers to the book exerting some pressure on the desk.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept PRESSURE in regards to the phrase: ""He resides on the continent""? I choose the number 1.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the CONSTRAINT relation refers to the desk constraining the possible motions of the book.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept CONSTRAINT in regards to the phrase: ""He resides on the continent""? I choose the number 1.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the COVERING relation refers to the book concealing the part of the desk that is under the book.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept COVERING in regards to the phrase: ""He resides on the continent""? I choose the number 7.
On a","In the case of the use of ""on"" in ""the book is on the desk"": the VISIBILITY relation refers to the book being visible on the desk.
On a scale from 1 (not at all appropriate) to 7 (very appropriate), how appropriate is the concept VISIBILITY in regards to the phrase: ""He resides on the continent""? I choose the number 1.
On a"
